Name,Type 1,Type 2,Ability1,Ability2,Ability_Hidden,hasHP,hasAttack,hasDefense,hasSpAttack,hasSpDefense,hasSpeed,hasBST,Generation,hasExpToLvl100,esEvolucionFinal,hasCatchRate,isLegendary,Mega Evolution,Alolan Form,Galarian Form,hasHeight,hasWeight,hasBMI,Dataset_Pokedex.hasGenderMaleRatio,Dataset_Pokedex.hasGenderFemaleRatio,Dataset_Pokedex.hasEggSteps,Dataset_Pokedex.Egg_Group1,Dataset_Pokedex.Egg_Group2,Dataset_Pokedex.hasBaseExperience,Dataset_Pokedex.Category,Kanto.Moves
Dodrio,Normal,Flying,Early Bird, Run Away, Tangled Feet,60,110,70,60,60,110,470,1,1000000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.8,85.2,26.3,50,50,20,Flying,,165,Ordinary,"swords-dance, normal, wing-attack, flying, whirlwind, normal, fly, flying, jump-kick, fighting, headbutt, normal, fury-attack, normal, body-slam, normal, take-down, normal, thrash, normal, double-edge, normal, leer, normal, growl, normal, supersonic, normal, hyper-beam, normal, peck, flying, drill-peck, flying, low-kick, fighting, toxic, poison, agility, psychic, quick-attack, normal, rage, normal, mimic, normal, double-team, normal, reflect, psychic, bide, normal, mirror-move, flying, swift, normal, skull-bash, normal, sky-attack, flying, rest, psychic, tri-attack, normal, substitute, normal, thief, dark, snore, normal, curse, ghost, flail, normal, protect, normal, scary-face, normal, mud-slap, ground, endure, normal, swagger, normal, steel-wing, steel, attract, normal, sleep-talk, normal, return, normal, frustration, normal, baton-pass, normal, pursuit, dark, hidden-power, normal, rain-dance, water, sunny-day, fire, uproar, normal, torment, dark, facade, normal, taunt, dark, helping-hand, normal, knock-off, dark, endeavor, normal, secret-power, normal, feather-dance, flying, air-cutter, flying, aerial-ace, flying, roost, flying, natural-gift, normal, pluck, flying, tailwind, flying, acupressure, normal, payback, dark, assurance, dark, brave-bird, flying, giga-impact, normal, captivate, normal, double-hit, normal, round, normal, echoed-voice, normal, acrobatics, flying, work-up, normal, drill-run, ground, confide, normal, throat-chop, dark, lunge, bug, stomping-tantrum, ground, tera-blast, normal, pounce, bug, trailblaze, grass"
Seel,Water,,Hydration, Ice Body, Thick Fat,65,45,55,45,70,45,325,1,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,1.1,90,74.4,50,50,20,Water1,Ground,65,Ordinary,"pay-day, normal, slam, normal, headbutt, normal, horn-drill, normal, body-slam, normal, take-down, normal, double-edge, normal, growl, normal, disable, normal, water-gun, water, hydro-pump, water, surf, water, ice-beam, ice, blizzard, ice, bubble-beam, water, aurora-beam, ice, peck, flying, strength, normal, toxic, poison, rage, normal, mimic, normal, double-team, normal, haze, ice, bide, normal, lick, ghost, waterfall, water, skull-bash, normal, rest, psychic, substitute, normal, thief, dark, snore, normal, curse, ghost, protect, normal, perish-song, normal, icy-wind, ice, endure, normal, charm, fairy, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, safeguard, normal, megahorn, bug, encore, normal, iron-tail, steel, hidden-power, normal, rain-dance, water, whirlpool, water, fake-out, normal, uproar, normal, stockpile, normal, spit-up, normal, swallow, normal, hail, ice, facade, normal, helping-hand, normal, secret-power, normal, dive, water, weather-ball, normal, signal-beam, bug, muddy-water, water, icicle-spear, ice, water-sport, water, water-pulse, water, brine, water, natural-gift, normal, fling, dark, aqua-ring, water, aqua-tail, water, avalanche, ice, ice-shard, ice, captivate, normal, aqua-jet, water, entrainment, normal, round, normal, echoed-voice, normal, drill-run, ground, belch, poison, confide, normal, smart-strike, steel, flip-turn, water, triple-axel, ice, tera-blast, normal, ice-spinner, ice, snowscape, ice, chilling-water, water"
Dewgong,Water,Ice,Hydration, Ice Body, Thick Fat,90,70,80,70,95,70,475,1,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1.7,120,41.5,50,50,20,Water1,Ground,166,Ordinary,"pay-day, normal, headbutt, normal, horn-drill, normal, body-slam, normal, take-down, normal, double-edge, normal, growl, normal, disable, normal, water-gun, water, hydro-pump, water, surf, water, ice-beam, ice, blizzard, ice, bubble-beam, water, aurora-beam, ice, hyper-beam, normal, strength, normal, toxic, poison, rage, normal, mimic, normal, double-team, normal, haze, ice, bide, normal, lick, ghost, waterfall, water, skull-bash, normal, rest, psychic, substitute, normal, thief, dark, snore, normal, curse, ghost, protect, normal, perish-song, normal, icy-wind, ice, endure, normal, charm, fairy, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, safeguard, normal, megahorn, bug, encore, normal, iron-tail, steel, hidden-power, normal, rain-dance, water, whirlpool, water, fake-out, normal, uproar, normal, stockpile, normal, spit-up, normal, swallow, normal, hail, ice, facade, normal, helping-hand, normal, knock-off, dark, endeavor, normal, secret-power, normal, dive, water, weather-ball, normal, signal-beam, bug, sheer-cold, ice, muddy-water, water, icicle-spear, ice, water-pulse, water, brine, water, natural-gift, normal, fling, dark, aqua-ring, water, aqua-tail, water, giga-impact, normal, avalanche, ice, ice-shard, ice, captivate, normal, aqua-jet, water, entrainment, normal, round, normal, echoed-voice, normal, frost-breath, ice, drill-run, ground, belch, poison, play-rough, fairy, confide, normal, smart-strike, steel, liquidation, water, flip-turn, water, triple-axel, ice, tera-blast, normal, ice-spinner, ice, snowscape, ice, chilling-water, water, alluring-voice, fairy"
Grimer,Poison,,Poison Touch, Stench, Sticky Hold,80,80,50,40,50,25,325,1,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.9,30,37,50,50,20,Amorphous,,65,Ordinary,"pound, normal, fire-punch, fire, ice-punch, ice, thunder-punch, electric, headbutt, normal, body-slam, normal, take-down, normal, disable, normal, flamethrower, fire, strength, normal, mega-drain, grass, thunderbolt, electric, thunder, electric, dig, ground, toxic, poison, rage, normal, mimic, normal, screech, normal, double-team, normal, harden, normal, minimize, normal, confuse-ray, ghost, haze, ice, bide, normal, metronome, normal, self-destruct, normal, lick, ghost, smog, poison, sludge, poison, fire-blast, fire, poison-gas, poison, acid-armor, poison, explosion, normal, rest, psychic, rock-slide, rock, substitute, normal, thief, dark, snore, normal, curse, ghost, protect, normal, scary-face, normal, sludge-bomb, poison, mud-slap, ground, zap-cannon, electric, sandstorm, rock, giga-drain, grass, endure, normal, swagger, normal, mean-look, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, pain-split, normal, dynamic-punch, fighting, hidden-power, normal, rain-dance, water, sunny-day, fire, shadow-ball, ghost, stockpile, normal, spit-up, normal, swallow, normal, torment, dark, memento, dark, facade, normal, taunt, dark, helping-hand, normal, imprison, psychic, secret-power, normal, rock-tomb, rock, shadow-punch, ghost, mud-shot, ground, shock-wave, electric, natural-gift, normal, payback, dark, fling, dark, poison-jab, poison, drain-punch, fighting, shadow-sneak, ghost, mud-bomb, ground, zen-headbutt, psychic, gunk-shot, poison, captivate, normal, venoshock, poison, sludge-wave, poison, acid-spray, poison, round, normal, hex, ghost, incinerate, fire, belch, poison, confide, normal, infestation, bug, power-up-punch, fighting, tera-blast, normal"
Muk,Poison,,Poison Touch, Stench, Sticky Hold,105,105,75,65,100,50,500,1,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1.2,30,20.8,50,50,20,Amorphous,,175,Ordinary,"pound, normal, fire-punch, fire, ice-punch, ice, thunder-punch, electric, headbutt, normal, body-slam, normal, take-down, normal, disable, normal, flamethrower, fire, hyper-beam, normal, strength, normal, mega-drain, grass, thunderbolt, electric, thunder, electric, dig, ground, toxic, poison, rage, normal, mimic, normal, screech, normal, double-team, normal, harden, normal, minimize, normal, confuse-ray, ghost, haze, ice, bide, normal, metronome, normal, self-destruct, normal, smog, poison, sludge, poison, fire-blast, fire, swift, normal, poison-gas, poison, acid-armor, poison, explosion, normal, rest, psychic, rock-slide, rock, substitute, normal, thief, dark, snore, normal, curse, ghost, spite, ghost, protect, normal, scary-face, normal, sludge-bomb, poison, mud-slap, ground, zap-cannon, electric, sandstorm, rock, giga-drain, grass, endure, normal, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, pain-split, normal, dynamic-punch, fighting, hidden-power, normal, rain-dance, water, sunny-day, fire, shadow-ball, ghost, rock-smash, fighting, torment, dark, memento, dark, facade, normal, focus-punch, fighting, taunt, dark, helping-hand, normal, brick-break, fighting, knock-off, dark, imprison, psychic, secret-power, normal, rock-tomb, rock, block, normal, mud-shot, ground, shock-wave, electric, natural-gift, normal, payback, dark, fling, dark, toxic-spikes, poison, poison-jab, poison, dark-pulse, dark, drain-punch, fighting, focus-blast, fighting, giga-impact, normal, mud-bomb, ground, zen-headbutt, psychic, gunk-shot, poison, captivate, normal, venoshock, poison, sludge-wave, poison, acid-spray, poison, round, normal, hex, ghost, incinerate, fire, belch, poison, moonblast, fairy, confide, normal, venom-drench, poison, infestation, bug, power-up-punch, fighting, lunge, bug, lash-out, dark, tera-blast, normal"
Shellder,Water,,Overcoat, Shell Armor, Skill Link,30,65,100,45,25,40,305,1,1250000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.3,4,44.4,50,50,20,Water3,,61,Ordinary,"headbutt, normal, tackle, normal, take-down, normal, double-edge, normal, twineedle, bug, leer, normal, supersonic, normal, water-gun, water, hydro-pump, water, surf, water, ice-beam, ice, blizzard, ice, bubble-beam, water, aurora-beam, ice, toxic, poison, rage, normal, teleport, psychic, mimic, normal, screech, normal, double-team, normal, withdraw, water, barrier, psychic, reflect, psychic, bide, normal, self-destruct, normal, waterfall, water, clamp, water, swift, normal, explosion, normal, rest, psychic, tri-attack, normal, substitute, normal, snore, normal, curse, ghost, protect, normal, spikes, ground, icy-wind, ice, endure, normal, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, rapid-spin, normal, hidden-power, normal, rain-dance, water, whirlpool, water, hail, ice, facade, normal, helping-hand, normal, secret-power, normal, dive, water, icicle-spear, ice, iron-defense, steel, mud-shot, ground, rock-blast, rock, water-pulse, water, brine, water, natural-gift, normal, payback, dark, toxic-spikes, poison, aqua-ring, water, avalanche, ice, ice-shard, ice, captivate, normal, round, normal, shell-smash, normal, razor-shell, water, confide, normal, liquidation, water, life-dew, water, tera-blast, normal, ice-spinner, ice, snowscape, ice, chilling-water, water"
Cloyster,Water,Ice,Overcoat, Shell Armor, Skill Link,50,95,180,85,45,70,525,1,1250000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,1.5,132.5,58.9,50,50,20,Water3,,184,Ordinary,"headbutt, normal, tackle, normal, body-slam, normal, take-down, normal, double-edge, normal, twineedle, bug, pin-missile, bug, leer, normal, supersonic, normal, water-gun, water, hydro-pump, water, surf, water, ice-beam, ice, blizzard, ice, bubble-beam, water, aurora-beam, ice, hyper-beam, normal, toxic, poison, rage, normal, teleport, psychic, mimic, normal, screech, normal, double-team, normal, withdraw, water, barrier, psychic, light-screen, psychic, reflect, psychic, bide, normal, self-destruct, normal, waterfall, water, clamp, water, swift, normal, spike-cannon, normal, explosion, normal, rest, psychic, tri-attack, normal, substitute, normal, snore, normal, curse, ghost, protect, normal, scary-face, normal, spikes, ground, icy-wind, ice, endure, normal, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, hidden-power, normal, rain-dance, water, whirlpool, water, hail, ice, torment, dark, facade, normal, helping-hand, normal, secret-power, normal, dive, water, weather-ball, normal, signal-beam, bug, icicle-spear, ice, iron-defense, steel, mud-shot, ground, rock-blast, rock, water-pulse, water, brine, water, natural-gift, normal, payback, dark, toxic-spikes, poison, poison-jab, poison, giga-impact, normal, avalanche, ice, ice-shard, ice, captivate, normal, round, normal, shell-smash, normal, frost-breath, ice, drill-run, ground, razor-shell, water, icicle-crash, ice, confide, normal, smart-strike, steel, liquidation, water, steel-roller, steel, tera-blast, normal, ice-spinner, ice, snowscape, ice, chilling-water, water"
Alolan Geodude,Rock,Electric,Galvanize, Magnet Pull, Sturdy,40,80,100,30,30,20,300,7,1059860,FALSO,255,FALSO,FALSO,VERDADERO,FALSO,0.4,20.3,126.9,50,50,15,Mineral,,60,Ordinary,
Gastly,Ghost,Poison,Levitate,,,30,35,30,100,35,80,310,1,1059860,FALSO,190,FALSO,FALSO,FALSO,FALSO,1.3,0.1,0.1,50,50,20,Amorphous,,62,Ordinary,"fire-punch, fire, ice-punch, ice, thunder-punch, electric, headbutt, normal, disable, normal, mega-drain, grass, thunderbolt, electric, thunder, electric, toxic, poison, psychic, psychic, hypnosis, psychic, rage, normal, night-shade, ghost, mimic, normal, double-team, normal, confuse-ray, ghost, haze, ice, bide, normal, self-destruct, normal, lick, ghost, smog, poison, dream-eater, psychic, poison-gas, poison, psywave, psychic, explosion, normal, rest, psychic, substitute, normal, thief, dark, nightmare, ghost, snore, normal, curse, ghost, spite, ghost, protect, normal, scary-face, normal, sludge-bomb, poison, zap-cannon, electric, destiny-bond, ghost, perish-song, normal, icy-wind, ice, giga-drain, grass, endure, normal, swagger, normal, mean-look, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, pain-split, normal, hidden-power, normal, rain-dance, water, sunny-day, fire, psych-up, normal, shadow-ball, ghost, uproar, normal, torment, dark, will-o-wisp, fire, facade, normal, taunt, dark, trick, psychic, knock-off, dark, skill-swap, psychic, imprison, psychic, grudge, ghost, snatch, dark, secret-power, normal, astonish, ghost, natural-gift, normal, payback, dark, embargo, dark, sucker-punch, dark, poison-jab, poison, dark-pulse, dark, energy-ball, grass, nasty-plot, dark, trick-room, psychic, gunk-shot, poison, captivate, normal, ominous-wind, ghost, wonder-room, psychic, venoshock, poison, telekinesis, psychic, sludge-wave, poison, acid-spray, poison, foul-play, dark, round, normal, clear-smog, poison, ally-switch, psychic, hex, ghost, reflect-type, normal, confide, normal, dazzling-gleam, fairy, infestation, bug, skitter-smack, bug, poltergeist, ghost, corrosive-gas, poison, tera-blast, normal"
Haunter,Ghost,Poison,Levitate,,,45,50,45,115,55,95,405,1,1059860,FALSO,90,FALSO,FALSO,FALSO,FALSO,1.6,0.1,0,50,50,20,Amorphous,,142,Ordinary,"fire-punch, fire, ice-punch, ice, thunder-punch, electric, headbutt, normal, mega-drain, grass, thunderbolt, electric, thunder, electric, toxic, poison, psychic, psychic, hypnosis, psychic, rage, normal, night-shade, ghost, mimic, normal, double-team, normal, confuse-ray, ghost, haze, ice, bide, normal, metronome, normal, self-destruct, normal, lick, ghost, smog, poison, dream-eater, psychic, poison-gas, poison, psywave, psychic, explosion, normal, rest, psychic, substitute, normal, thief, dark, nightmare, ghost, snore, normal, curse, ghost, spite, ghost, protect, normal, scary-face, normal, sludge-bomb, poison, zap-cannon, electric, destiny-bond, ghost, icy-wind, ice, giga-drain, grass, endure, normal, swagger, normal, mean-look, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, pain-split, normal, encore, normal, hidden-power, normal, rain-dance, water, sunny-day, fire, psych-up, normal, shadow-ball, ghost, uproar, normal, torment, dark, will-o-wisp, fire, facade, normal, taunt, dark, trick, psychic, knock-off, dark, skill-swap, psychic, imprison, psychic, snatch, dark, secret-power, normal, astonish, ghost, shadow-punch, ghost, natural-gift, normal, payback, dark, embargo, dark, fling, dark, sucker-punch, dark, toxic-spikes, poison, poison-jab, poison, dark-pulse, dark, focus-blast, fighting, energy-ball, grass, nasty-plot, dark, shadow-claw, ghost, trick-room, psychic, gunk-shot, poison, captivate, normal, ominous-wind, ghost, wonder-room, psychic, venoshock, poison, telekinesis, psychic, sludge-wave, poison, acid-spray, poison, foul-play, dark, round, normal, ally-switch, psychic, hex, ghost, phantom-force, ghost, confide, normal, dazzling-gleam, fairy, infestation, bug, skitter-smack, bug, poltergeist, ghost, corrosive-gas, poison, tera-blast, normal"
